# Hurst index, argmin set length, argmin set center, hurst range
4.795697645074285531e-01,4.038704792722311865e-01,1.276212274699447313e+00,1.982480932237519755e-01
4.364873942984592303e-01,1.823906105366679853e+00,7.999642699052511574e-05,2.278621641144578658e-01
4.504119220104995658e-01,1.541519099177028895e-01,-5.287008713948452288e-01,1.629882197033730162e-01
3.047634291865020661e-01,2.685887217664120641e+00,7.583827528584397015e-01,3.507778064066165435e-01
6.331972855899322683e-01,2.053356643164607309e+00,1.433848477867833981e-01,2.437976681670903645e-01
8.032178319026724023e-02,1.703493174382672226e+00,-1.195149059581888773e+00,6.848371588915266317e-01
4.682684752016956775e-01,9.740450818931507548e-01,1.169147814704860844e+00,3.717207892392886404e-01
2.139758879978320705e-01,1.777767967010739358e+00,1.451510929901535851e+00,1.005313496348934077e-01
7.298827477269758113e-01,1.316370481283102301e+00,1.202860335697191640e+00,1.679406194961752252e-02
9.019508289520254962e-01,2.009829398895566221e+00,1.108818326432642554e+00,6.707875073715063863e-03
9.497439697158190919e-01,1.077904236142400940e+00,-2.347210029107648088e-01,4.020077361510665526e-05
8.541268428522307277e-01,2.091570493063233727e+00,-8.148861737337087519e-01,1.575120725645395847e-02
6.607929445982568817e-01,2.576465549666210997e+00,1.513912978803083842e+00,2.826363175522706994e-01
1.049004218598136307e-01,8.177330882315199112e-01,-7.662960096321325132e-02,5.601847945122052641e-01
5.152077687914248527e-02,1.964316178243150413e+00,2.342285771416093842e-01,3.094598021319925341e-01
1.560563631630426662e-01,6.153751189656484488e-01,-5.297758905681793085e-02,3.508700512129799276e-01
5.806918021586150447e-01,5.623591968887553527e-02,-2.909004170544337020e-01,1.661775759811030539e-01
6.169543563149615384e-02,6.954646430516123745e-01,-1.045047284463681114e+00,4.193760418633872555e-02
1.041144675007421028e-01,4.784055236773744335e-01,-1.064780083162426338e+00,5.966555198258152171e-01
7.924260880592587375e-01,8.469169328659433837e-01,-7.808234555628266182e-01,1.082689120539904737e-01
7.062790350852309329e-01,1.633187439161874366e+00,-4.408971724756549637e-02,1.003974514576899679e-01
8.015674716980710768e-01,1.563272658610227683e+00,8.794040739696402653e-01,1.327768299972076349e-02
3.427030822646424668e-01,3.298219922052323394e-01,-5.733725139206879984e-02,1.338465299373630679e-01
1.251063990524054481e-01,2.680765843331841314e+00,-1.115631628633015682e+00,7.530372122679040991e-01
3.921470335448346556e-01,2.112868336072941222e+00,-6.950286487429491178e-01,2.704111984606166197e-01
6.876269164421234814e-01,1.892777619641620390e+00,8.926778805394288696e-01,1.477083587081734484e-01
5.412169672784568064e-01,8.462621533196634793e-02,-2.190060382193611543e-01,1.550764162185266359e-01
2.982032316503043234e-01,1.080161396258976225e+00,-9.188597356408434447e-01,4.984855112385807030e-01
8.527341367315083298e-01,1.878389322135584738e+00,1.427486609856485122e+00,5.072952591525203836e-02
8.217898892404312816e-01,2.442734397311155270e+00,-3.659445302399433331e-02,1.220983259993152492e-01
7.127136936176164950e-01,8.670078224363608754e-02,-1.306978346527086332e+00,5.514892878614918725e-02
4.145000253209193408e-01,1.687493355164309650e+00,-2.139611725975943957e-01,5.521021779610996161e-02
7.360859108703281528e-01,1.757369435663414858e+00,-2.047511753744915008e-01,9.243611380434813007e-02
7.418676633243200813e-01,1.659041922933714552e+00,-1.517779473312356853e+00,8.178554437566987190e-03
6.018134900798524090e-01,2.105694966978123084e+00,-1.265182039771401090e+00,1.974159125967848150e-01
9.353429182285585286e-01,1.321395633686136106e+00,4.199071553521235289e-01,3.903662177122679822e-04
8.605283064014047634e-01,1.469950790204015423e+00,-9.355737537869874831e-01,5.326162766440611929e-02
5.218858696414719889e-01,1.315344891977798802e+00,-6.047931972700457681e-01,5.539994091246169816e-03
8.173636762298931435e-01,3.707354700622002008e-01,-1.000551186240512092e+00,1.777490469511722182e-02
4.299781835463677426e-01,1.135856205125487017e+00,6.449102808132510800e-01,3.644129856088096364e-02
7.718099595578579164e-01,2.611044002400440434e+00,-5.631984715411171294e-01,8.927274935518692001e-02
7.454138929205039732e-02,1.768615522941701990e+00,-1.103649901978406067e+00,7.113622886725163852e-01
4.481219690078170892e-01,3.165100380170502437e-01,-1.977264620971120879e-01,2.314616215127729415e-01
2.255113987238697160e-01,2.722928747087941304e+00,4.276274406872104805e-01,5.332776454825493007e-01
7.712322220864074040e-01,2.281268933679277744e+00,-1.877204288684100053e-01,1.229001017071749136e-01
4.757984588861722264e-01,2.719343944329156049e+00,-8.668769253259231977e-01,3.281440354530784642e-02
2.901539588919737622e-01,1.881343440590395932e+00,1.111690551146815586e+00,4.877029244581902456e-01
5.436388695979436081e-01,1.785081604476625117e+00,-1.470218809802021021e+00,9.553681518129819583e-02
3.392514612375623351e-01,4.278600520927473561e-01,-1.238571009774834586e+00,4.405430650139130488e-01
6.369527449755165716e-01,7.814040209085550970e-01,9.699705807696932247e-01,5.280115055358758358e-02
3.015516003293895464e-01,2.987668898054849365e-01,1.201919132776329668e+00,1.186279269982825069e-01
5.513473969838689204e-01,1.262262267164277807e+00,4.054459466147829483e-01,8.207488921055439146e-02
4.870505538631096920e-01,2.447702480533355818e-01,-1.149736731205540874e+00,8.994209084472837290e-02
5.548441779084153369e-01,1.289824776762900971e+00,1.269878957381758822e+00,1.971238634537489931e-01
6.576593018309637717e-01,7.897298064816591356e-01,1.166908528689270641e+00,1.051514386381642296e-01
7.204332814860661127e-01,1.541950660983945287e+00,1.109685581643785390e+00,1.193881927954953959e-02
2.294267007486026078e-01,2.976258924757475555e-01,-1.400406127255195532e+00,1.742228409420849000e-01
5.977972334641185048e-01,2.377387216596147379e-01,-3.734573044889503146e-01,2.592130126651104316e-01
7.851195841616994686e-01,8.046550359949997677e-01,7.372576076679957513e-01,3.527039054859693046e-02
1.773460079900770481e-01,3.426711430792215296e-01,2.959059922735240988e-01,3.257376337692527990e-01
8.860489509838035405e-01,2.582245293590010871e+00,1.534243105255853168e+00,1.279794260254696336e-02
8.161277208162861507e-01,6.585222536992729747e-01,4.004562887095212131e-01,5.904683667211929610e-02
6.484109718642316889e-01,9.651397034658593110e-01,-8.658885877988519164e-01,2.117416803226198629e-01
9.973634724027771736e-02,2.926204587505627064e+00,-5.528389310415058322e-01,3.456418557313406525e-01
8.356819683536818033e-01,9.821750155052968445e-01,1.224361435319976099e-01,3.836882565220034458e-02
9.302893804930680854e-01,2.187536795590133032e+00,-2.088703487396621483e-01,7.739600752672659567e-03
3.022754099386508186e-01,9.178689366791581428e-01,1.173158700534897347e+00,4.058450759194787150e-02
6.950505768780596005e-01,1.758770004727905345e-01,-8.566722792204211068e-01,4.023764597498336038e-02
7.474873471598229013e-01,1.277270484715788745e+00,4.806640489332975053e-01,1.143270642852518559e-01
4.551291357054558229e-01,1.070472604129943939e-01,-1.112007205328194637e+00,1.383531762639550466e-02
7.153623882877219176e-01,2.222789281578081866e+00,1.585618723825715781e-01,2.231335728168440946e-01
4.373415604330450068e-01,2.981876609327548611e+00,8.156088490780142308e-01,9.933390419280280215e-02
7.065367983218276415e-02,3.031525002362525978e+00,-1.930331738765802552e-01,7.400078656644524244e-01
8.244779368750707604e-01,2.913498196359973313e+00,8.527926927347757591e-01,4.129133302342546941e-03
3.095329818444355063e-01,2.434173788683539730e+00,2.905617991324012106e-01,4.447465251164511857e-02
3.046898027885327487e-01,8.046392803300375096e-01,-1.105758114397455971e-01,5.271885700545815290e-01
4.368217764760243815e-01,2.015069910635079342e+00,-9.188323615850821913e-01,2.895977990155391701e-01
1.153778212972420558e-01,1.398236904130078173e+00,-2.775042436336543350e-01,6.601255233271483558e-01
2.655970424405267316e-01,1.399861984271473236e+00,9.731470082854807302e-01,4.605850920781736635e-01
6.929721834546055392e-01,1.682745248446432029e+00,8.041196264208327893e-02,2.423646184475370946e-01
4.789945115277008947e-01,6.178770927092407383e-01,1.234688289569745523e+00,3.543697345915931551e-01
9.282425334833190878e-01,2.698809232144531389e+00,-7.422439135060787674e-01,8.065533328653562428e-03
2.671033374373359970e-01,2.498120340119965643e+00,-1.271429777177184972e+00,4.472929728549296935e-01
7.143518684335459223e-01,2.839364247603756386e+00,-6.324211330818247934e-01,9.068372984718386931e-02
1.204669935332654540e-01,1.019701399739025405e+00,6.281581285851833840e-02,1.690537357792181727e-01
7.087958152285299684e-01,3.003155736937725973e+00,-6.126103994531806318e-01,8.844569604823560027e-02
9.166610000006962800e-01,4.657373636992281352e-01,4.035545152178191541e-01,3.292055435061880253e-02
7.212648444411380311e-01,2.816352692426526971e+00,7.338787543437517158e-01,4.597667681363348802e-02
8.719007484996906809e-01,6.337864045402152868e-02,1.456065520091642362e+00,3.277486298867138270e-02
7.983674971929429764e-01,2.052013282794550530e+00,-1.190799698819073660e+00,6.932511844058930617e-02
5.767913231655095174e-01,1.827821152666189608e+00,-1.244609888071448234e+00,3.036095245961748512e-01
5.009235209262967725e-01,2.659105224441309367e+00,1.507742106374995839e+00,1.605419230676965459e-01
1.910599800825085737e-01,2.292614899316803623e+00,1.180933329085981587e+00,4.492610319454983792e-01
9.261995191340402500e-02,3.069819500534697099e+00,1.009373481274653983e+00,2.562593855933621434e-01
1.094585177964264577e-01,2.333248056366241663e+00,1.130954052878977656e+00,1.901735698208026348e-02
6.164212046567230097e-01,1.088622685921521782e+00,-8.312839762235211261e-01,2.764594063550009917e-01
7.964758688552433519e-01,3.241414150429826613e-01,-1.251240421963963900e-01,3.209705750666858037e-02
8.493851950213203716e-01,1.537749818552364367e+00,-1.378461407731239152e+00,1.000602282675243648e-01
1.985120148380862815e-01,3.712328293079705244e-01,-5.258749387685105470e-01,4.217739135716612187e-01
3.447452680986651807e-01,2.454011740375925843e+00,-3.051162950374464167e-02,1.185215447582804726e-02
3.349490816304812046e-01,2.671937464227119641e+00,1.407707161006539476e+00,3.230821197905058284e-01
6.169191363444892495e-01,2.047230627420988824e+00,-1.489903691994229007e+00,2.863289429502680061e-02
4.419399123278117680e-01,6.753430663960879876e-02,-3.302732442813703928e-01,1.740393877051787386e-01
2.240427111817346884e-01,7.950463065267197038e-01,-1.510162121188764583e+00,2.189393966566167138e-01
5.636092347906272032e-02,1.826503009767924457e+00,-1.181580986644214848e+00,1.352300239252005737e-02
4.412709592427779270e-01,8.709488178174717987e-02,3.352848930387679616e-01,4.937194539593672271e-01
6.030037328968957944e-01,8.155233943653712458e-01,-3.537042025699901338e-01,2.905510119786377521e-01
4.557355666144676798e-01,6.427540322699143438e-02,3.428303652897509712e-01,1.644004105364288426e-02
3.878808292689447379e-01,3.041149030739283887e+00,-8.471032410297052451e-01,3.833910220143752490e-01
3.617165059638987046e-01,1.045569695418623990e+00,-4.570467165345336591e-01,9.255185168680568619e-03
6.668745866530476629e-01,1.703915423195630385e+00,-1.544779999956183092e+00,2.357293581897806911e-01
8.148510253666368941e-01,2.895889546517566249e+00,1.398501394838051359e+00,1.292087179536768327e-01
8.408128957401160841e-01,2.809264963235703849e+00,1.347843094794421104e+00,9.807617441595706254e-02
1.171707457781689110e-01,1.369414752047779515e+00,1.148793642403570292e+00,8.306643629751677693e-01
1.156635320964618102e-01,4.467330415983534753e-01,-9.286505315450447329e-01,2.220772202990380084e-02
8.937022017173731347e-01,2.248229452002789674e+00,1.232919343833423609e+00,2.607093815438055184e-02
8.541861067502554139e-01,1.080735643695107218e+00,1.180630820122823499e+00,2.603300496631788530e-02
4.441362951980227791e-01,2.836895224273557226e+00,5.416894000345418014e-02,8.135406009411094708e-02
1.815453560462955140e-01,1.668713360732291040e+00,6.546057931018862686e-01,4.221484847131095064e-01
6.162064407549452394e-01,2.261416425709131595e+00,2.279746717215003216e-01,6.426806440170651502e-02
4.473606693005411916e-01,1.932903818590309797e+00,2.529178655144564969e-01,3.931798047524671658e-01
1.252799621261857788e-01,1.480678414183814073e+00,-1.076709582008514632e+00,5.344738006501758010e-01
8.978811117803625619e-01,1.548307705305439708e+00,1.530800392707088564e+00,1.161652695000281454e-02
5.825567482340428260e-02,1.830986030381357654e+00,1.182608993476741199e+00,5.622984143864389051e-01
2.876415820529967804e-01,1.286805013568767420e+00,-4.224444757538493578e-01,6.307012258011175376e-01
7.135532307153211740e-01,5.059922429292660340e-01,-1.393387274044785240e+00,9.396488420290682875e-02
5.245471840843223682e-02,2.343953480383008880e+00,-8.075367705182845413e-01,6.531470356439770253e-01
8.117880706115343514e-01,1.082753077677792941e+00,1.099378370200145838e+00,1.871985650668483991e-02
8.600700465255162186e-01,2.512172770886802020e+00,-1.155095915470748746e+00,8.316788575023648100e-02
4.773026991189296964e-01,3.446166775933825477e-01,7.607735333332952266e-01,3.312501280719560293e-01
8.020390552632270520e-01,2.485617653943109850e+00,4.221201414976172295e-01,1.294043669144155917e-01
3.663071934258293472e-01,2.706530482676882343e+00,-1.459547975894794902e+00,3.194567030114245365e-01
9.331424443419608084e-01,7.437952664140623504e-01,-8.449423459828790950e-01,1.074582210493946199e-03
8.405214277402436318e-01,6.355117581022438067e-01,-1.311736660628176177e+00,9.758171301971974021e-02
6.631774664504557215e-01,1.952747546567737746e+00,-6.965251644825836141e-01,1.202607453434501039e-02
8.975409820078663614e-01,2.680796252425158066e+00,-1.492600651687775670e+00,3.804998724997732396e-03
8.158080697261788083e-01,2.464372143657537428e+00,1.072131467988853171e+00,9.532536366247734705e-03
2.947843789071219467e-01,1.725734886863293127e+00,-1.275378152479277105e+00,6.457310050255284928e-01
4.899394746393472277e-01,5.794727037408784476e-01,-1.435961215941543800e+00,5.753906851018181223e-02
5.183728368891995508e-01,7.818355964951213544e-01,9.422368338470603621e-01,2.938991621203812521e-01
1.941850004490743298e-01,8.224390235878018540e-01,-5.107300237518045405e-01,4.272069950847516284e-01
5.715039689297538583e-01,2.401142913997350803e+00,1.304572389204806449e+00,1.852738176645023493e-01
7.389775416605088854e-01,3.846419830917944260e-01,-7.770757316454426356e-01,1.885163414449221309e-01
3.448063222055575694e-01,1.415016702687132977e+00,1.567345028968147425e+00,5.268497894528116898e-01
6.117951562253606812e-02,1.172201029344687839e+00,1.696394638614240336e-01,1.190350572605782531e-01
4.516651579566978714e-01,1.410142709803252625e+00,-1.371396283081127043e+00,2.394314030121247883e-01
5.785084767213811707e-01,5.681030575487144851e-01,-3.769816014556830464e-01,2.958430226013808451e-01
4.726289957681935605e-01,1.325271712618891762e-01,-3.447772314329740073e-01,4.718033854727924914e-01
9.083437631109982924e-01,2.928864603260744381e+00,1.131820763923514495e+00,3.643268050463555063e-02
8.551568323977748465e-01,2.474540340990606158e+00,5.344304298518540719e-01,5.560079224081881932e-02
8.729921197230227081e-01,1.746705338351675074e-01,5.488965231222582286e-01,6.567037414181575716e-02
4.580953302442579145e-01,1.622506912309091387e+00,9.208966369179680811e-01,8.076759051294707392e-02
7.089546419952272860e-01,1.801865921798250447e+00,2.577855891688213275e-01,2.336681961022044618e-01
9.146113087328430202e-01,2.167687513408933064e+00,-1.515010828896507622e+00,3.109994630921197878e-02
3.756550687778867914e-01,2.023547504515023299e+00,8.256412633840288784e-01,1.052924436688084109e-01
6.226977027244167129e-01,4.498332149061701202e-01,9.803170588758995940e-01,1.421336723728786611e-01
7.338726850008446823e-01,1.732013924338828836e-01,-1.044129252545226150e+00,2.372155455756297382e-02
2.012766502138581548e-01,1.731404621136593658e+00,-1.316034414564252186e+00,4.101574802627139249e-02
7.255227922145680575e-01,8.739019688205467151e-01,-9.727051931846099064e-01,2.172324072215170432e-01
6.427758474283497003e-01,1.136723000782215554e+00,-1.563898312844369309e+00,2.549768951681897766e-01
9.198183301988728244e-01,2.772002368566871322e+00,1.553246177141595519e+00,5.251207123889600759e-03
5.226066061983212219e-01,2.798780988915317902e+00,1.162756846187791959e+00,2.973535109463540937e-01
4.736016513960363827e-01,7.935938005833309550e-01,-9.487181611533380687e-01,2.052481861586208378e-01
3.901038442543651175e-01,1.070280514415600681e+00,-1.155120577155812622e-01,3.980333722783880313e-01
4.511510303671077970e-01,2.947413359130401922e+00,-1.544787005930066126e+00,3.814200325925611867e-01
4.837314167931098807e-01,1.552504692648479789e+00,-1.156487714425171731e+00,1.653513185311313305e-01
4.457698878624357652e-01,1.616868952546397953e+00,-1.117831175811304201e+00,3.339169335403340266e-01
1.406070328932985392e-01,2.571456886523339591e+00,4.470744285741039548e-01,1.278240012625178890e-01
7.269879114606897508e-02,2.051073784116125509e+00,1.128941909989426229e+00,8.626405698312031856e-01
6.748726458475295953e-02,2.789180205798403644e+00,6.874450372558147393e-01,7.948971834698564942e-01
6.306404292238074749e-01,2.296851068122621520e+00,-1.561948577986793207e+00,4.436267374336000380e-03
6.305995379702697967e-01,1.581835163863001270e-01,-1.079263397526883050e+00,4.448777947796522803e-03
3.183375375252042727e-01,2.652316248959796674e+00,1.153905918379520390e+00,4.045265792103375779e-01
6.144909995678747849e-01,5.832577316671662127e-01,-1.231000227767041100e+00,2.412754446961603572e-01
3.081360539196477677e-01,2.252486100469354380e+00,1.468528098427540174e+00,1.244204646505668865e-01
4.832156913084230121e-01,1.043533963699213807e+00,-2.789260946575241595e-01,3.914288228735152142e-02
6.189327933246028257e-01,8.737320332563487391e-01,2.080154971490306703e-01,1.004537498797800632e-01
1.125702969904717465e-01,1.934011190284855797e+00,-1.049594136338556138e+00,8.204763795342969734e-01
2.105032920673172714e-01,2.312076373024649634e+00,-5.605112215731415937e-01,5.839684803322386930e-01
7.101703919929241993e-01,1.156895183704677255e+00,-1.064334948271819181e+00,2.159766659212161155e-01
2.039397969516342779e-01,2.968301951360249546e+00,3.023919141276154576e-01,3.397114074850149934e-01
3.740434629498669561e-01,1.850498215116755274e+00,5.905588065758126115e-01,4.708430134998336514e-01
2.999073695527486039e-01,3.735958004632311535e-02,-1.678983961273478043e-01,4.414593137943425005e-01
3.975051535879384201e-01,1.837603418612623773e+00,-1.224258962967373465e+00,2.964111834557447422e-01
7.620169223578224793e-01,2.157032486224578438e+00,-1.382898871006296604e+00,1.550203004773939020e-01
8.822197497858103032e-01,1.873465487332337531e-01,-1.560690663741183037e+00,6.447799075973548177e-02
8.902945319904937982e-01,1.711331540872976564e+00,-7.790399789131774444e-01,5.743881700397235335e-02
2.727672050889007882e-01,2.843737608552493246e+00,4.804011656123359231e-01,4.075087551704816291e-01
1.686584218892019371e-01,3.323505254637422190e-01,1.359212621792956766e+00,4.707766376263113339e-01
7.950805651564459842e-01,2.286571684173572372e+00,-4.085771003309772720e-01,7.256754395416953329e-02
1.994526913188851003e-01,3.117858035553364715e+00,-1.118115602659748298e+00,2.623689107043929436e-01
3.851463031600353970e-01,2.045662562403878670e+00,-8.563261124237862010e-01,3.032265731459259372e-01
6.973952273605944496e-01,2.710570295848371281e+00,-1.203867485063783160e-01,1.888968160670059238e-01
8.736993921449958123e-01,1.733812678213946024e+00,1.258447144743998214e-01,6.829942788293252853e-02
3.701078783847644438e-01,3.634040347832701023e-01,1.213918671407414829e+00,2.073749627276966212e-01
8.795497876398178372e-01,1.688849590310659288e+00,7.775261651066647239e-01,4.112923980515537092e-02
8.275102357942536457e-01,6.079006044199264380e-02,8.172522960748773713e-01,7.265286440038676297e-02
2.601766466979317793e-01,2.871468144009508006e+00,-6.369933507999225863e-01,2.223390560830523777e-02
6.249339262063884348e-01,2.121240352634500947e+00,1.087450421058024475e+00,2.327911149078287778e-02
8.486778708549130856e-01,1.008668978721341425e+00,1.868087091313430648e-02,7.423721798779447933e-02
7.906781483610979544e-01,2.754867908076797267e+00,4.766027012154196996e-01,1.346736429005912505e-01
1.871455049610277754e-01,1.257082701751597975e+00,1.080087430964712381e-01,3.412939082812329605e-01
9.682513079390780986e-02,8.708903535065135593e-01,1.142695795674652404e+00,2.414172613703578496e-01
7.269972448111968744e-01,7.405436249465258136e-01,1.409386496793412880e+00,2.159910176164008266e-01
9.452225237802769353e-01,2.378787484510711092e+00,6.158786348894338403e-01,3.119865093899054642e-03
5.043778257627737904e-01,3.592530112710359269e-01,-5.117046503910931410e-01,2.543192677165809767e-01
8.090834722182765892e-01,1.462622816557726635e+00,-7.225205939097071317e-01,7.577094730745248530e-02
8.254494768428961848e-02,1.128738544833128188e+00,6.690216492984060181e-01,5.491067240853216014e-02
2.840508950806960864e-01,2.169523909495223002e+00,1.307242952144576531e+00,8.094659261927539262e-03
4.780122114786392040e-01,1.472159211281740987e+00,-1.542924826643685243e+00,8.400379550441278154e-02
2.752432811252453759e-01,3.105849993595642289e+00,7.640542980897020442e-01,2.088801398435455869e-01
8.463957393389532902e-01,1.837120852890379297e+00,1.107766273165452731e+00,1.008579308618064996e-01
4.836661794046215324e-01,1.372313849080589510e+00,3.215671076386883431e-01,3.508140835289225157e-01
2.185893656195234680e-01,6.629964010341411473e-01,-2.507261852274107472e-01,2.507296888185114314e-01
1.753579616824718634e-01,6.983369497196703080e-01,-1.404670286497049947e+00,2.884439847402187618e-01
7.764278143380295427e-01,2.005478007036114896e+00,1.300257944280366562e+00,1.205352819597106384e-01
6.002320336914855892e-01,4.441473058198741608e-01,-6.138198210169391045e-01,3.333556538248220180e-01
7.448304482666330273e-01,1.270133584839788998e+00,-6.001470144899350156e-01,1.020733432099029114e-01
4.876540457743651080e-01,1.540232730233134451e+00,1.196891646219134353e+00,1.420796003431772370e-01
7.840593984472110645e-01,1.165122387171956042e+00,1.053512385518817318e+00,4.092623526200611650e-02
7.441938929546240145e-01,3.956246664541209768e-01,-8.120593462905132398e-01,1.942193914677726729e-01
3.928429503804586331e-01,3.408449506157211761e-01,-2.439288186109908052e-01,5.020943934416104426e-01
1.802700252583260276e-01,1.232074864150971560e-01,-3.390052751541531295e-01,7.115498194416204347e-01
7.812264524197841675e-01,4.396509428991839386e-01,8.466510038177328390e-01,1.433738623020055503e-01
6.403458733627047650e-01,6.660851900068325282e-01,-1.005998382313113559e+00,2.479866499725577045e-01
6.921789757346558103e-01,2.886112087654271185e-01,1.263812110020843482e+00,2.433481770411497491e-01
2.068540303736012276e-01,6.763384960768601406e-01,-5.756355176963731113e-01,4.675829202790043326e-01
3.756345888240522624e-01,5.941577896061827069e-01,6.005593404734816954e-01,5.221955241992506380e-01
7.451182996233236544e-01,2.157873079442398812e+00,-1.469169816024867625e+00,1.867825141724983595e-01
5.712176090727718591e-01,2.471987506769441900e+00,6.081700131830420908e-01,3.350750727811877550e-01
7.494084419219858573e-01,8.335975063304070787e-01,9.616204199619247106e-01,1.679443741003171509e-01
7.299263445908091841e-01,9.190683755563942015e-01,-1.395209837516055984e+00,1.891260932025229380e-02
2.254500753814634995e-01,2.663325368283037786e+00,2.697699440285301620e-01,1.214208478930990376e-01
1.302932770509234173e-01,2.341151742168352090e+00,-2.186045371229277112e-01,2.177927668226940505e-01
2.256831824274917464e-01,1.242944133591154632e+00,-1.342819360403003426e+00,1.856863849624136309e-01
6.624808592582772659e-01,2.978589253433190365e+00,-1.150236402412145864e+00,1.427888472808483966e-01
8.293719513017037137e-01,1.533976510436061425e-01,2.784449330185641003e-01,1.077349870660415654e-01
7.317097989691181414e-01,2.909782224227468017e+00,-4.370077211820031504e-01,1.760848064632450916e-01
8.222078859878779733e-01,2.378620800281703751e+00,-5.888288896471243206e-01,6.911544978111883175e-02
9.271085235903927524e-01,2.484289453927423619e+00,1.083568693304242103e+00,7.700631391365231337e-03
6.231131004085798120e-01,2.586632732097033927e-01,-3.046856384928023909e-01,2.272664365210508297e-02
5.952784706716822694e-01,2.940392734255483642e-01,-3.173861769152875878e-01,4.575631491227305503e-02
3.822283448818158957e-01,2.693933552411897470e+00,4.106360366996639755e-01,2.397594313521068665e-01
7.088690742942472811e-01,1.671345277642636074e+00,-5.312870261477669054e-01,1.603123997476804119e-01
3.630729696294970887e-01,3.074359215661990774e+00,-1.404674842696031156e+00,5.151663828320287575e-01
3.006802765067098648e-01,1.690416633980351691e-01,1.204472847066587082e+00,6.050563288689321251e-01
9.274792737403144693e-01,7.332297139984413903e-01,-1.255741393219949043e+00,1.880599012783179536e-02
8.116437888104306442e-01,8.586342075176940369e-01,-3.071965305434565252e-02,8.900330089789143528e-02
3.915963364625012488e-01,1.757816878264789384e+00,1.354051184242288430e+00,2.995408586744763291e-01
8.097256340611411751e-01,3.064021690828381050e+00,-1.245551547899166556e+00,7.144832814242629837e-02
9.116059412952739471e-01,9.124020147855260721e-01,-9.139181535857524574e-01,3.139981086115051223e-02
9.021378496445827677e-01,1.550737748370885960e+00,-1.381709766799750216e+00,3.063979047589271421e-02
5.795129043457581952e-01,2.299679833253551298e+00,-1.125986553002213286e+00,1.109542460753437654e-01
2.637937591300046347e-01,2.545146077566289744e+00,-1.356435214636677378e+00,9.491917839865121609e-02
4.792597753456670495e-01,2.035350376276530149e+00,5.030171960643938789e-01,3.089070348527138132e-01
6.714001578558749239e-01,1.137952108049059774e+00,7.634380286279638383e-01,2.455885071290581090e-01
1.878896470527910978e-01,2.070589877683072899e+00,-9.545875486146755406e-01,6.174398101704103858e-01
4.347712686100146939e-01,1.374457349811080142e-01,8.660962597765851090e-01,6.398412631053790323e-02
1.068180134956776967e-01,1.422446999613883545e+00,1.253860711040954756e+00,7.436745960309396608e-01
1.475271140438396134e-01,1.500323863724950968e+00,-1.578841708690029710e-01,6.280262432572958353e-01
3.356531099237861082e-01,1.938824175114334691e+00,-4.125156389077887509e-01,1.074499723798558182e-01
9.271721001821589536e-02,1.675361376928125479e+00,5.883754297136235545e-01,4.287353026761243635e-01
8.095490716461856140e-01,1.454193435316727401e+00,7.968614170189637358e-01,6.191207280898691767e-02
3.212469323119500064e-01,1.774177910044459905e+00,6.538399736678709440e-01,5.629142089783217839e-01
2.245502344345916557e-01,1.219651190953048747e+00,-1.181344940765010509e+00,6.151409395032116922e-01
7.071128213537314355e-01,3.226051261944196114e-02,7.437529182708502162e-01,2.096378900206532503e-01
2.126194862172507416e-01,1.786751043272583495e+00,-1.063118254559758835e+00,2.468410466720401542e-01
6.380563441645848988e-01,1.512626550516581680e+00,-9.093092488564331610e-01,1.724803244008796810e-01
7.853034745585061316e-01,9.856586701116065719e-02,3.260480037727023772e-01,1.240102842712027531e-01
8.169198042488713396e-01,4.908418189408636501e-01,-7.011738949426693512e-01,3.095116084100546505e-02
6.595528793363164555e-01,8.508472055407656498e-01,8.322199583162226411e-01,1.062071679162144289e-01
2.784833074641346884e-01,3.134582459556224610e+00,1.423611773830740779e+00,3.903414476041344172e-01
9.145544136609385921e-01,1.159993716521164231e+00,-1.151009889786654306e+00,4.972218486062773835e-03
9.304844839285865143e-01,2.414035491438012659e+00,-5.798708335082338738e-01,7.720455345251564516e-03
5.785557859814540738e-01,2.848911113971301479e+00,-7.645781934199853414e-01,7.688274620847579399e-02
4.931124774332684146e-01,8.309313961179665142e-02,8.768055826201219816e-01,3.583391144115082860e-01
6.682044139308822572e-01,1.120360197571617089e+00,-1.506025409473189525e+00,1.665229988254259830e-01
6.931318317739555424e-01,2.400948304427449109e+00,9.572769371035039221e-01,1.259550212705714545e-01
6.326677090520930191e-01,1.673206269671161373e+00,1.201116831484463798e+00,1.146684149669753294e-01
8.326921446684951156e-02,1.329836427451672298e+00,-7.235775972786809840e-01,5.343154044458159335e-01
1.439935905853405862e-01,2.863092119445138195e+00,9.829945213160753426e-01,8.008182535236453292e-01
2.275215167867555843e-01,2.196098028428937532e+00,5.746756665292358512e-01,8.831463190606825275e-02
3.378914068009186700e-01,3.065304041006051694e-01,4.499275024966709058e-02,7.747134327322768854e-04
9.296538542504388936e-01,1.194893509987945190e+00,-1.548167752947383624e-01,1.967510039128095300e-04
9.155752909946970330e-01,2.635758156328647850e+00,-1.339789760239412875e+00,1.405422994740301856e-02
9.405831945184637277e-01,1.930639416485633308e+00,-9.864956914756179973e-01,1.508304106488278507e-03
4.609502243104003916e-01,1.217466379110710761e+00,3.141663995743488869e-01,4.077260854717617566e-01
