# Hurst index, argmin set length, argmin set center, Hmax - Hmin
5.752266797837102957e-02,5.813548644331762993e-01,8.271679025601732516e-01,8.859843059975945900e-01
2.978187911007385558e-01,2.708180601910752827e+00,1.512386337970213823e+00,4.792831345527755471e-01
1.256353772196567853e-01,7.797936211273505114e-01,-2.466612123755686503e-01,8.191970084584697664e-01
8.670710472428390103e-01,2.343978574039672580e+00,-4.123958047155644735e-01,7.177832662399730168e-02
9.140130150516360963e-02,1.591544214510734134e+00,-6.723341915459536411e-01,8.260566572593478485e-01
6.590177666804897250e-02,2.379383636152915926e+00,-1.492799912163282894e-01,6.362362280933033798e-01
6.188129461464606518e-01,6.918119377616556154e-01,-2.924962887568437475e-01,1.386346485005085505e-01
3.659579609346739204e-01,1.854098128570464077e+00,1.089195316494073307e+00,1.299177769043817765e-01
6.713523911531890653e-02,2.973639384122311213e+00,-9.026751282195144555e-01,4.622268266801913272e-01
1.009569019240349891e-01,1.399362391799553906e+00,-5.982869192204492981e-01,8.479497928511331439e-01
3.401868628894920699e-01,1.051509371321430741e-01,-1.219684445796192840e+00,1.644477607197015745e-01
1.822423642386063469e-01,2.542622577543152129e+00,-7.378709229114190915e-01,6.773197858061015264e-01
1.432946167921674285e-01,1.220712621718047952e+00,-1.083199855702555281e+00,7.694053418718775905e-01
1.706119418419881628e-01,1.976802710139783592e+00,8.324315601819365362e-01,7.779818422280158074e-01
2.331280062400650777e-01,1.058582601250460442e+00,7.707575085883000554e-02,2.371469096151694322e-01
6.499111343332721891e-01,3.986643349990817153e-01,9.930417120790691055e-02,4.792511241646146836e-02
3.023862022938019756e-01,2.452897300865033881e+00,-5.394392328050752194e-01,2.626255556838232863e-01
3.465276372036840136e-01,1.706854826585699314e+00,7.170657378078839628e-01,5.898903538138038360e-01
8.699076167488805078e-01,1.417633805991889151e+00,-1.482967065524344319e-01,6.663734130382981125e-02
2.127821008863163832e-01,2.238660478261998765e+00,-2.941205335964960366e-01,3.410406802453414543e-01
4.707738095692055036e-01,4.728689641670102972e-01,1.226071406796600094e+00,5.065344236134877720e-02
1.720410223721849929e-01,1.110350319735031288e+00,1.250860392405606314e+00,7.751377051643554283e-01
4.025866143087615812e-01,8.172321353317335557e-01,1.492945811971218673e+00,4.100211546492843473e-02
3.059816653498657613e-01,2.446283047306837766e+00,8.017234327392470661e-01,4.401127416778298218e-01
3.929730554279652344e-01,2.862874116096127075e+00,-3.274568439619849336e-01,1.176509393453727403e-01
6.361717738963085234e-01,1.802913917922043918e+00,1.423868216481668947e+00,4.901190553041279152e-02
1.643471337035068425e-01,1.853941593703077872e+00,-5.114556797008618094e-02,2.909114017583295242e-01
5.780352173045873176e-02,1.400256859863987735e+00,9.302318201601091907e-01,7.209935952290993377e-01
3.197379608793865513e-01,1.071062387925311832e+00,-1.098369953638314467e+00,3.978675562089603046e-01
6.213839644891078207e-01,1.169901057692970481e+00,1.534615598547560689e-01,5.819705870078639709e-02
1.132529179386956852e-01,5.373682504566090756e-02,-1.268341346137692227e+00,8.294023367529383961e-01
5.289236709254777069e-02,7.842426089237641840e-01,1.404382419203878518e+00,8.786430864168242039e-01
2.045466470436574924e-01,2.362076118382622880e+00,8.626892384388380464e-01,6.517072572715731926e-01
2.733077571390604699e-01,4.987815310589036599e-01,5.890442441050285360e-01,5.307083804612662270e-01
6.485847948482014180e-01,3.048485159200164052e+00,-7.408989336168059214e-01,1.791021942082372531e-01
2.813218213124446532e-01,1.802502509303458567e+00,-1.028408670824812354e+00,1.990191870328204549e-01
1.158210620418935882e-01,4.829145890094661553e-01,-8.264707850340540229e-01,4.626144151633679868e-01
8.397445548350152000e-02,1.064759910920323627e+00,-2.559009026348001425e-01,2.940332341640117808e-01
4.141360025857702687e-01,1.364443970373875770e+00,5.813684957624298821e-02,1.350744127097225911e-01
8.639006136611324105e-02,3.599440780800567952e-01,-6.562105661503703224e-01,8.443875959286843980e-01
1.393109845148772785e-01,2.879440262130542827e+00,-3.243988943448283813e-01,5.166890600200935157e-01
1.040981997917163754e-01,1.841693030652604923e+00,4.941930957387442591e-01,7.862761857447666536e-01
3.245018204488879232e-01,1.055733820182019889e+00,1.146324330032048033e-01,3.214274103646370118e-01
2.707553394696746163e-01,1.385008492177270512e+00,-6.350722616321693437e-01,6.146852837584824147e-01
1.219073243436927384e-01,2.035818898603206417e+00,-7.920939325038103274e-01,7.076701261311335589e-01
1.160114082662548757e-01,2.178155898287260417e+00,-1.139840320073255642e+00,7.111495994423209233e-01
2.531813761474343560e-01,2.115152811869274174e+00,1.093848604931391133e+00,5.615024523667244694e-01
4.333085989501390123e-01,1.882929157976571677e-01,-7.318175570278474540e-01,5.148354263282843846e-01
1.217484761309263197e-01,1.057583919642745007e+00,1.847034006362779923e-02,6.116455867030945459e-01
5.294372220965151143e-01,1.168288928582694730e-01,2.252145131166005676e-01,2.526995461623883221e-01
5.628937264817817088e-01,1.702574859081304570e+00,2.233351868760212744e-01,2.669769865053588376e-01
1.464180392013555987e-01,2.162036508224170817e+00,1.498035807969787747e+00,7.603315908201757622e-01
4.046875373859985525e-01,1.929249984396731232e+00,1.221049322368151779e+00,6.246592616701623912e-02
5.184192319621785394e-01,6.136178699296486183e-01,-8.610920270765286544e-01,1.471766170388615347e-01
1.107011830952566861e-01,5.119941455520193863e-01,-7.714191652429744916e-01,1.071272257037506059e-02
5.221721462200390462e-02,6.165461335624581318e-01,-1.162274814179568905e+00,6.353192231391308065e-01
6.787282032207035687e-02,1.920505879533028981e+00,-1.010337051861510016e+00,7.134583812183349361e-01
3.395110830685319492e-01,1.205546875438733734e+00,5.706530253998846058e-01,5.764072268923010611e-01
3.143794374918380541e-01,7.870690984620267727e-01,1.009948585868957416e+00,4.666240627341908809e-01
1.207196356648293639e-01,2.331754549384246644e+00,1.301987702988700590e+00,1.173877189925164738e-01
2.866710246536271489e-01,1.355855290152951920e+00,4.520261080848226865e-01,5.636738933426438392e-01
8.925272099177491980e-02,9.483660271582188273e-01,1.068290142055946745e+00,7.724253902627995494e-01
1.662136640384127007e-01,2.289013113929093013e+00,-1.620454876450978521e-01,3.652946368557942747e-01
5.300695321098458646e-01,6.773094863176646330e-01,-3.535409166711965256e-01,1.552726014282621581e-01
9.887357337353600006e-02,1.431581984120849471e+00,3.599241310893009915e-01,2.950110436455571916e-02
4.170414282707879394e-01,2.496619944112558720e+00,5.292181324033213841e-01,1.500788064160604174e-01
7.798280150650761522e-01,1.180968208126138119e+00,5.331995995878997530e-01,4.080870849394535593e-02
3.855813088507490383e-01,1.635615404711884713e+00,-6.841844263950819238e-01,4.958065861020003462e-01
1.708462160866541235e-01,1.616137043192048317e+00,2.568590018264291785e-01,3.331022482698329790e-01
3.660104324316054147e-01,2.169503177847738051e+00,-5.964727841814263520e-01,2.756660936680105367e-02
1.977890194518122646e-01,4.126534194410175216e-01,-8.128595307653405655e-01,5.666840893942346469e-01
1.189919671834526044e-01,8.234309144852243190e-01,-7.319248317290497630e-01,1.030904994327444674e-01
2.108134658031046715e-01,1.792708939792460043e+00,1.426823336704367007e-01,1.632985047961468261e-01
2.101651929120036955e-01,1.256857618478239624e+00,5.800315529802080317e-02,4.684108613660827314e-01
5.118221779210171268e-02,2.675654246416576676e+00,-6.427812551266423036e-01,5.981015874434744140e-01
6.080968385587144365e-01,1.617383295784842190e+00,-1.267461640656676103e+00,7.393609344571816511e-02
4.474186472600091835e-01,3.076508842666302090e+00,-1.093445048363944183e+00,1.240933289269308681e-01
8.683896797499451869e-01,8.258628277651318683e-01,9.248549482785604070e-01,5.376444662588075740e-02
2.333411604670005968e-01,1.117567137419055889e+00,3.341605269116820764e-02,1.093348335307853247e-02
1.759229994958305121e-01,1.838040683813316978e+00,-1.294255073154457758e-01,2.642081958348954651e-01
9.321048800336320661e-02,1.453843599363959349e+00,9.419924770419503268e-01,8.137899771099376123e-01
9.219919236435794585e-02,3.119065034889383359e-01,-2.909219113671456247e-01,6.229285759848929294e-01
3.967497293297603256e-01,3.359035694666454575e-01,-2.977363375831205694e-01,2.133053040472478457e-01
1.449318462203034730e-01,1.255939225551340854e+00,7.591166178963888456e-01,6.972207424484155869e-01
6.011061690876701169e-01,2.338649843963665376e+00,-5.302084008001948234e-01,1.629477266654422163e-01
2.144344345766747151e-01,1.562393795076909342e+00,1.259395427391749145e+00,5.254156377808230083e-01
2.871259397409677838e-01,3.052690207669104705e+00,7.249644270205353180e-01,1.093975044914886618e-01
8.615109274834206743e-02,6.205015169190060131e-01,5.065303601886760321e-01,7.532577877079181805e-01
4.277149738410573332e-01,1.275765609912204557e+00,2.988921538964797175e-01,5.085254686444475869e-01
4.927737996576359580e-01,4.995033607813752496e-01,-1.473053684734077162e+00,1.310367622165392598e-02
1.632257959181097617e-01,3.044177570205337080e+00,-5.383103886105351510e-01,4.613746776372387726e-01
3.964764646865336362e-01,3.119092236982364152e+00,-8.235061315291829498e-01,3.487920808717469567e-01
8.705294841498483205e-01,2.821561083713858054e+00,-1.565064691740827740e+00,2.219436964327259343e-02
1.737542881724596089e-01,1.585012417305589061e-01,1.437665113036658449e+00,9.811571456720238893e-02
6.092881349647627509e-01,8.797855647302910143e-02,4.746741163268453079e-01,1.837257441519007939e-01
5.254005062569877538e-02,1.886975321652500703e+00,1.358527192349631374e+00,8.679860491984257020e-01
3.437392967760444784e-01,1.002858026858573393e+00,1.267899649737808554e+00,3.782678637878486572e-01
2.019560655839978125e-01,1.360453331125575538e+00,-3.230325413162538073e-01,9.402956510170823456e-02
4.136088886800765030e-01,6.888067929397128086e-01,-1.067455661416053525e-01,5.206440287110102316e-01
7.519031954525125239e-02,5.351997586064767276e-01,1.305695741964056911e+00,7.342167436863080709e-01
1.831295734655103979e-01,3.007296445775353710e+00,-3.201696188944258559e-01,7.176530668619931497e-01
8.283650290433742791e-01,2.755674195603749155e+00,7.911065322918520160e-02,2.733675985564176791e-02
1.427281758300129322e-01,3.061391256004695638e+00,-4.784853793858794280e-01,7.587274499668555938e-01
3.370712439559179763e-01,1.816276692837980988e+00,4.417203684654402718e-02,5.724730656080858626e-01
2.970240662460512104e-01,2.286665957305732633e+00,1.325577064200487598e+00,4.753723717236011947e-01
3.739746693367839159e-01,1.731266632312262743e+00,-7.026845628325679716e-01,3.866913274682787227e-02
7.409654107993754457e-02,1.894404675023544149e+00,-1.926639858053754706e-01,8.352674643665649601e-01
1.883034626849518500e-01,2.668051412667672206e+00,8.058332015205955656e-01,7.168611859487412641e-01
7.849836632564896055e-01,6.974804258223399334e-01,6.563854091537927316e-01,1.494922192244452219e-03
1.761561854020273765e-01,8.070631475059166782e-01,8.870673680699876495e-01,5.125598634796008080e-01
3.336817437227729277e-01,1.535176234539354478e+00,-4.345838435212152628e-01,5.795491867898180383e-01
9.387643822173527552e-02,2.547798989459091779e+00,-9.326886424256390917e-01,7.487042412884098441e-01
2.372143661842497919e-01,4.405770056356067554e-01,-5.271777408961402234e-01,1.076901778809660204e-01
2.538245292241717022e-01,2.413602919796296487e+00,-5.772155306324433521e-01,4.899502306702869237e-01
6.317356901784563217e-01,1.958195503065441212e+00,-7.705723529379164827e-01,2.975055659734100466e-01
9.043866559183312559e-02,1.037323229275187275e+00,3.492657337073769019e-01,6.118340382683887801e-01
4.288804651673895352e-01,3.073819768515960504e+00,3.114409037267060754e-01,3.544165909597259967e-01
7.894098660237114373e-02,3.632213470294598512e-01,-5.296811529977870636e-01,6.046556245571165222e-01
9.485609241330061892e-02,3.875914661806389994e-01,6.960362767336831791e-01,5.610470590978297034e-01
4.237807130072355766e-01,2.187509106475956422e+00,1.040037308723530174e+00,8.668079321613791910e-02
2.242733214106336637e-01,6.213872574221015466e-01,2.095570623620585105e-01,6.851066677264971982e-01
5.183153647477647397e-01,5.864779264286212879e-02,-2.506674288895438529e-02,2.626268125895449002e-01
9.382218955036281116e-02,4.800033280530380253e-02,-1.232045147113240757e+00,8.430024607053819841e-01
4.100261081987351397e-01,1.800718722524888182e+00,-9.924572551049506419e-01,3.475233203266669402e-01
2.968551483279258107e-01,7.442558409101271977e-01,1.106689895072973329e+00,2.163422103321256396e-01
4.813699453624566416e-01,1.226024196140584444e+00,1.328230372704748863e+00,3.582947585640934851e-01
5.819449576856025597e-02,3.138525141438242017e+00,1.031674176425028122e-01,6.065891168385555421e-01
5.318274810482123693e-02,2.276892790250382159e+00,-8.942084270641090793e-01,8.601103817076360958e-01
1.828683409945860427e-01,1.651412338953459180e+00,-2.017727042581036745e-01,1.264205282887868043e-01
2.167778210089810753e-01,2.706733226964753491e+00,4.551261369877335206e-02,5.804119818392756702e-01
3.719104369425321743e-01,3.437468491814521521e-01,-3.579267104320176252e-01,4.564356088072674678e-01
7.793384434945960226e-02,1.240534758301879092e+00,1.163390309699817715e-01,8.559499122098011004e-01
5.215813702564494614e-01,1.115392964069739090e+00,8.076105498950731931e-01,2.222822169140840076e-01
3.861358790451193124e-01,1.957564287646223367e+00,1.535663091413414838e+00,4.878254021972678323e-01
2.492998639779841485e-01,2.429822956199787942e+00,-4.341494015517988192e-01,5.500210946710906157e-01
3.112644837535272768e-01,1.771390539217828852e+00,-1.402359742190470104e+00,3.114000202244579518e-01
1.587332534363483649e-01,2.595819381755922528e+00,7.313137626655650259e-01,7.741950841902159874e-01
5.402470598649280475e-01,1.805825509901968884e+00,3.891924665391496285e-01,6.129565962040139926e-02
1.175753013513070738e-01,5.512062116057054872e-01,-1.488557481792410320e+00,6.208031608267633450e-01
6.406091856583578936e-02,2.067069322825020539e+00,1.078873802986670682e+00,6.701670281418399266e-01
6.986900619915034638e-02,1.562525929736951591e+00,2.986960599973879082e-01,8.762842061575135677e-01
4.118822996121842550e-01,1.859416976691208756e+00,8.847706756320565802e-01,5.276856800139568815e-01
2.314667791283874787e-01,5.930078654912906977e-01,1.086461859590275081e+00,6.508149605310469266e-01
1.121723628511100274e-01,7.826954690846161800e-01,-3.455932776924220962e-01,6.892080173585227731e-01
8.277059101631686899e-02,2.033038400517759747e+00,-1.306139817330359332e+00,5.679482476588306739e-01
5.716923859009881426e-02,8.655433158499969970e-01,-5.751395894521367236e-01,2.714210280719547841e-01
5.101278473679832920e-02,2.187289307410873462e-01,5.880255230504940478e-01,8.435166864886147753e-01
5.946970291074938908e-01,1.634490810277773321e-01,1.453639087794704743e+00,2.101776738134492062e-01
1.938372356712533273e-01,2.915486835431341017e+00,-6.566659760564055315e-01,4.979800073256376303e-01
3.512053130651830446e-01,2.531967831765828958e-01,-7.796691097809904658e-02,3.702249771343912310e-01
2.760246351248568097e-01,2.132179322374493147e+00,1.379657345754306430e+00,6.310909268797015859e-01
9.986216469698828979e-02,6.086062454805247768e-01,-1.297790636853905610e+00,6.108513663874987065e-01
8.412577579877821288e-01,2.325467437390713599e+00,1.011070146196809461e+00,5.724298869007915513e-02
5.442978566983492916e-01,2.820328057329176907e+00,-9.722575266832751417e-01,2.023778022353807104e-01
2.291141448900541056e-01,9.660593178780807477e-02,-1.143800706982903703e+00,1.266039541953107861e-01
1.522975763155927365e-01,2.775678221085042363e+00,7.796233126773426392e-01,7.533999895286456194e-01
2.920787214979356783e-01,2.841405283129842196e+00,-1.287735381877391116e+00,6.319784431678964198e-01
2.735570106388758860e-01,3.098911166093760272e+00,8.326563392238868211e-01,2.488294288384195752e-01
6.063412709575253245e-01,1.916115466382865007e+00,3.695528696096858079e-01,1.610937953551692114e-01
1.096358365984228395e-01,6.052286939829287782e-02,-1.383536883718543553e+00,8.078915037989425896e-01
6.900885143150226053e-01,1.032856455995270872e+00,-6.566547414710132147e-01,1.988069545634107982e-02
2.167818702596814306e-01,1.860244998374157577e+00,-5.030451655763471530e-01,6.545161293160092209e-01
2.019078776620702453e-01,4.528080599983634880e-01,5.540137404970180146e-02,5.916308269239338724e-01
7.079602485554338243e-01,7.136196154664737890e-01,-9.347020057405768245e-01,1.783269801170263014e-01
8.294814251265364424e-02,2.524431758834971617e+00,-7.013552997933540922e-01,7.575932026800540342e-01
3.444832510593673902e-01,2.944192741076423481e-01,-5.979777336637639440e-01,4.075748235657323804e-01
1.097311374982424537e-01,4.598775219777888612e-01,6.180440182984997533e-01,7.673322802193989212e-01
1.204797621399871371e-01,1.153350889684696678e+00,1.236219555984220841e+00,8.006580410258015146e-01
1.969132830063791140e-01,1.209926299080982259e+00,8.826943358568574149e-01,7.501931663492618085e-01
5.045111942732004584e-01,3.003435088745995962e+00,-9.159745279189377420e-01,3.540180270236948923e-01
1.606369212084638454e-01,1.221568781405238280e+00,3.645993022087565816e-01,4.403659475249438460e-01
1.147336921886929484e-01,2.777967379004757653e-01,-6.164416728972788029e-02,7.054562980940444206e-01
5.052883143839732583e-01,5.109738758631081623e-01,-1.452051182010828168e+00,2.569057450785972030e-01
9.407164286804491071e-02,2.660877819790268717e+00,5.132880222701738937e-01,2.162813336671566278e-01
4.423655084575973673e-01,1.866753532788543612e+00,1.022243919935537981e+00,1.083247249060897976e-01
2.061355954567001825e-01,2.922087560137135664e+00,-1.049252881792633429e+00,5.531966191732828886e-01
5.031584883053739077e-01,2.486759000593647073e+00,1.015927515648061608e+00,4.464677812435717819e-01
4.487288236814306885e-01,3.096662299903377047e+00,1.747507328198256715e-01,2.349404066978503791e-01
3.038269462677189447e-01,2.952950290236405984e+00,1.350159927282873706e+00,4.832574122551051565e-01
7.713140873653070995e-02,2.456231452589182407e+00,-1.545757139928370938e+00,8.301674572941364350e-01
3.497736930459285909e-01,4.880896210660878864e-02,-9.867954059652339627e-01,1.786164584402338829e-03
2.205587377853522879e-01,1.270174262697664869e+00,6.200240739964411052e-01,5.994616722666485931e-01
6.796311207314306158e-01,2.656937714505678727e+00,-5.212713369111443562e-02,1.390837480655483516e-01
4.282846884874023097e-01,2.814999653330435780e+00,3.175965848309463269e-01,1.258640149347942661e-01
8.685975918080862668e-02,2.327402144617565227e+00,-2.844525282559771107e-01,8.507248149113471047e-01
1.413409916332744043e-01,1.865214827804148712e+00,-6.786266876065374376e-01,5.840053821804291889e-02
3.709786527108079324e-01,3.639494167275545422e-01,2.334500567136741367e-01,5.734196560733821890e-01
1.482764383097944783e-01,1.018318555651355428e+00,-1.077141240211092255e+00,3.923674322871394948e-01
6.866235600134594497e-02,2.291445870100503157e+00,4.924530196733956089e-02,7.952942380297441938e-01
5.973186556249058254e-01,1.626550606160629409e+00,-6.542041164921740259e-01,2.694160592724990089e-01
4.096416652508786393e-01,1.167731887040350802e+00,1.378029984720715140e+00,3.875211117677995754e-01
5.428534928439879281e-02,1.610092775552321331e+00,-9.351173215107391190e-01,4.984309144251098944e-01
2.207641051871526705e-01,2.894242788460053895e+00,4.076366825703314767e-01,4.898649756012021794e-01
6.699088692960681879e-01,2.241233898796251456e+00,-1.406559238985953586e+00,1.025221478622306837e-02
4.911160476083547555e-01,7.034626046580789716e-01,2.333339799350243604e-01,2.594619545818221407e-01
7.365382378171720923e-01,3.043635920011714013e+00,3.193192169807801406e-02,1.445160133945999625e-01
6.525492459091448705e-01,2.477018243733466907e+00,7.852244760714577332e-02,1.158131472420620423e-02
6.780347957541794923e-02,5.919190430627987443e-01,-7.844136255943364722e-01,7.859280733228921623e-01
5.166643926567881379e-02,2.384519220280254537e+00,-3.340957042410153122e-01,8.980136855889134795e-01
6.873190388782840499e-02,7.790541527458114679e-01,4.192671660300884007e-02,6.275434148770930864e-01
1.354062756646005339e-01,1.896680585003700514e-01,1.484746690137539016e+00,7.988143836505009476e-01
1.093258334520955943e-01,2.845328595394191584e+00,-6.232957996478341034e-01,7.591250078796495382e-01
2.364073630695334161e-01,2.402795096252540841e+00,-4.011031396249975511e-01,6.998617936973494658e-01
3.407689315219609161e-01,5.171416671891235772e-01,7.795679352729172340e-01,4.016370018325127744e-01
7.100853582450316059e-01,6.262932302117931727e-01,1.135565594000323308e+00,3.189727184530077864e-02
1.279707781698527502e-01,2.477287616074071774e+00,-1.077036163635547217e+00,4.190514811904244019e-01
6.772125491171306910e-01,2.377450769300571309e+00,3.061479163179366969e-01,1.918416324687175489e-01
7.595931582055699682e-02,1.144037137462941001e+00,-1.519611016625378452e+00,8.723839002591669001e-01
2.180811640490419867e-01,2.284078380591724855e+00,-1.217827416261915596e+00,6.845888660751295873e-01
7.308616203455402527e-01,1.856295348491874275e+00,3.541493220464116964e-01,1.542930449117052571e-01
2.988693023386435610e-01,1.633249386206944154e+00,-3.661259962533335299e-01,5.429896809262715340e-01
8.170761323949257693e-02,2.518132428007745283e+00,-4.776567851285942190e-01,8.389313684921309022e-01
7.607927741542591660e-02,2.076826029096340065e+00,1.460121872098040896e+00,8.423196284110032739e-01
8.682628501115465802e-01,3.641112022328090170e-01,-9.068270346244111657e-02,2.764620605959555721e-02
3.817940495602300532e-01,1.623198629295830475e+00,-3.058665063555363606e-01,5.370178464072057345e-01
3.882265400901226404e-01,1.615918786532339890e+00,1.208745773965668180e-01,5.593453976991031862e-01
8.569749592792774706e-02,1.103770161529164628e+00,-1.133779369100172962e-01,7.344816549406438799e-01
9.600202542730146282e-02,9.088396383373447129e-01,-1.195389925497970962e+00,7.653902594948405191e-01
4.629756343140509767e-01,2.402884506773456330e+00,1.352273686934968300e+00,4.753389258950639906e-01
4.747522112654534721e-01,1.887880989427953793e+00,-9.267387033680618558e-01,4.257150291861276359e-01
9.397349143021122009e-02,1.872200460375034625e+00,5.135222402504158179e-02,8.379778978183936022e-01
1.658340957737924337e-01,1.142386000885318165e-01,-1.324079907490305352e+00,7.656803619835874652e-01
1.456587756621559593e-01,1.320714824704294355e-01,-3.799347404015768204e-01,7.933583972225506376e-01
3.842561987666637813e-01,2.584703437425362793e+00,1.234104879117531972e+00,2.153451336153788254e-01
3.170147404403894642e-01,6.039816593377178577e-02,-1.442027741843796784e+00,3.437999624704340951e-01
6.612523364808167714e-02,2.288445574231734891e+00,1.514508465866858389e-01,8.051307663225605316e-01
4.259862494448952153e-01,8.911793294658851838e-01,-1.006174566628336375e+00,3.359372480065643818e-01
7.070476522220930926e-01,2.898868463035882748e+00,6.596753643180774951e-01,2.098452900295407764e-01
5.619650007575703599e-02,2.402068465794456653e+00,-1.189636263485674084e+00,6.809477251110551688e-01
6.305091791950370173e-01,1.614763745182125954e+00,5.479374439026413190e-01,8.234340474976553637e-02
2.142382910432766852e-01,1.685539592453015878e+00,9.657693517126086924e-01,4.671243865846509968e-01
2.617971958108901709e-01,6.669386154607379602e-01,5.920267608127505188e-01,1.873505385877967666e-01
4.830124784026070817e-01,1.740909887008114332e+00,1.468699990311600478e-01,3.399408872638296497e-01
6.749536809441205598e-01,1.673871351902087357e+00,6.120861782162213549e-01,1.798807458497075906e-01
4.571296613249641316e-01,1.098681235925929256e+00,5.136217480285069081e-01,4.252706354163974245e-01
5.295041410225844597e-02,1.436913990137897557e+00,1.140922105819155874e+00,7.735236773720441938e-01
1.561338915269653294e-01,6.183682893819804072e-01,-1.407119142163471226e+00,7.772973449713477256e-01
5.715001056036065480e-02,2.666459651047606627e+00,8.176353637128013219e-01,8.682452190675710169e-01
2.864516327108068139e-01,2.906047892378995634e+00,4.474408868938897221e-01,6.524814136988164037e-01
5.514536359542582256e-01,1.096604862815954373e+00,1.187538318585262376e+00,2.909360166638691458e-01
9.033033312255207836e-02,2.130137658643108001e+00,1.444883151515658382e+00,6.720498651284046998e-01
2.959785162939057579e-01,1.442577563421907350e+00,7.531075067531882716e-01,1.464045253157444937e-01
2.653713693860598744e-01,3.029225258076496896e+00,1.332615863547099488e+00,2.783588557831072618e-01
5.081819580328452712e-01,1.683908855813645467e+00,1.476524543457521155e+00,2.911944387473286433e-01
4.899253311084731943e-01,1.820519085583477636e+00,1.549199461615191842e+00,2.684307920425464400e-01
3.587191192942015827e-01,3.048815583722974232e+00,-1.018251844831322028e+00,3.063152636820359320e-01
1.892971458200429224e-01,1.937458137102420430e+00,7.069475809768461794e-01,4.979081625487094542e-01
1.651426757535965906e-01,1.762282862936180194e+00,-1.172242183535197491e+00,6.821940307533298498e-01
2.038396356220206762e-01,6.669045928549550695e-01,1.054524283769764814e+00,6.729822006825867398e-01
2.499906254804119543e-01,3.044667949751047598e-01,5.301345923502479573e-01,4.648851830119732353e-01
8.046959195125800990e-02,1.435186840864229207e+00,-1.343339288061938808e+00,8.174039617055075535e-01
2.359565876028995590e-01,2.690213877332025660e+00,9.667544691657399270e-01,4.176646062708628260e-01
3.085395830216819957e-01,1.473487846700129111e+00,-1.304883739567187506e-01,6.134653194083270478e-01
1.902330195648903044e-01,1.044050569400023942e+00,1.266678161644388956e+00,6.885970129702296827e-01
1.873162342312994499e-01,7.680435302244850160e-01,-7.245921330263638271e-02,7.190157189264188009e-01
5.693768210933199958e-01,2.182289010841602650e+00,-5.212342696533147635e-01,9.613151944153797146e-02
5.789411741658911925e-01,2.477453513537715590e+00,-8.375023769355081082e-01,2.174214577016653216e-01
7.161317982974291230e-02,2.056266942397936504e+00,-6.641983207321757732e-01,8.689033205674031590e-01
6.005118230875775565e-01,8.229008464381393217e-01,-1.455473534438212146e+00,2.578616009665620767e-01
7.144688744193254670e-02,3.064265873288253061e+00,5.175535200145402470e-01,6.203116852012727778e-01
4.745458140001049263e-01,8.547679218165986637e-01,-6.988296528656668949e-01,3.823987180732561497e-01
5.281747192817980163e-02,2.906206716884754737e+00,1.145332749824246266e+00,7.860669445265445754e-01
2.513075067147082509e-01,7.368592284538446613e-01,-7.883620117662626381e-01,3.958114176716643895e-01
1.408971483591666130e-01,2.860790561191867809e+00,-7.554340048180363532e-02,1.347052393326184094e-01
4.636208778979691858e-01,1.138444833100542120e+00,-5.889473424883435726e-01,3.038683104573489113e-01
1.025663455608830932e-01,2.616618813475055205e+00,7.999777421071527783e-01,5.570068962790672984e-01
6.211464011728179413e-01,1.197609429998798714e+00,-1.219299524879949415e+00,1.259670029230605115e-01
4.561339779568285291e-01,1.184529083061991006e+00,-1.129948122519815579e+00,4.725271031772839692e-01
1.578746196761967868e-01,2.754630467045494413e+00,2.134454716165059551e-01,1.270756442734360669e-01
9.585520370376304777e-02,3.137478915070337493e+00,1.202422236473688066e+00,8.535529556183720779e-01
2.208920241954633878e-01,2.700897741028569499e-01,-1.047440153492091852e+00,5.739410695096108794e-01
3.134751176977393361e-01,5.490078365707294905e-01,-1.226568227246095377e+00,2.115286160210286259e-01
5.424820353808758044e-01,2.736256015290641219e+00,1.549009887404165786e+00,3.953147030192950551e-01
5.018994837942836879e-02,2.967075704370881750e-01,-1.128923539474333326e+00,8.948267013910665701e-01
1.552792454190684568e-01,3.317502419143822934e-01,-1.142660720364925719e+00,7.387146226151398709e-01
9.075121347359051127e-02,2.537781403206853525e-01,-1.617913473318328688e-01,7.638617930760202013e-01
2.958036280818734376e-01,6.499322358888309781e-01,-4.281518021696431586e-01,7.960707305866865369e-02
8.048071875976272604e-01,2.429530898997187549e+00,1.457189120701289475e+00,1.179606787315296001e-01
5.893081729725232337e-02,1.137787983948087112e+00,1.606561928159696562e-01,2.779374046709292001e-01
4.508933666471849344e-01,2.275644244577863518e-01,-1.268361992067140065e+00,2.813433565087130050e-01
7.268492612116840557e-02,2.031904615966025673e+00,2.151114986958464481e-01,1.735947811701209209e-02
4.451388291203872694e-01,1.772339267578900035e+00,7.979117326655442710e-01,4.867333388128323168e-01
1.737593210133530630e-01,4.990412981276688420e-01,-1.457487784331713998e+00,2.064996662740079536e-01
6.289575341114843343e-02,2.380698556724603954e+00,-9.542853688014258928e-01,7.219018032291741882e-01
4.867103322037443780e-01,2.026795920982511046e+00,1.187469317498383026e+00,1.864934526612846977e-01
2.015159678566329493e-01,2.765155020879475956e+00,-3.483176893651229733e-01,5.713432697314214659e-01
2.818734783661022703e-01,1.299196110075781174e+00,5.762507007781902946e-02,1.601504830988614292e-01
1.059203887947616218e-01,1.264577813035778098e+00,2.527170538218556084e-01,8.259100781762194199e-01
